pipeline_json,prefix,seed,time_total_sec,ref_preset,ref_length,num_snps,het_rate,avoid_regions,platform,ont_profile,map_preset,num_reads,min_len,max_len,len_model,ln_mean,ln_sigma,start_model,dropout_fraction,dropout_block_len,dup_segments,dup_len,dup_min_gap,burst_prob,burst_count,burst_len,burst_mult,num_indels,indel_min_len,indel_max_len,indel_het_rate,phase_snps_only,eval_snps_only,call_min_mapq,call_min_baseq,max_coverage,min_mapq,min_baseq,call_precision,call_recall,truth_snps,truth_het_snps,called_snps,shared_snps,oracle_time_vcf_parse_sec,oracle_time_build_readset_sec,oracle_time_readselection_sec,oracle_time_solve_sec,oracle_time_ps_sec,oracle_time_write_sec,oracle_time_total_sec,called_time_vcf_parse_sec,called_time_build_readset_sec,called_time_readselection_sec,called_time_solve_sec,called_time_ps_sec,called_time_write_sec,called_time_total_sec,oracle_phase_accuracy,oracle_switch_error,oracle_num_phase_sets,oracle_effective_phased_recall,oracle_phasing_rate_shared_het,oracle_shared_het_recall,called_phase_accuracy,called_switch_error,called_num_phase_sets,called_effective_phased_recall,called_phasing_rate_shared_het,called_shared_het_recall
output/smoke_exp/08_optimize_whatshap/callmapq_ruleout_sweep/cmq0_s0.pipeline.json,output/smoke_exp/08_optimize_whatshap/callmapq_ruleout_sweep/cmq0_s0,0,3.4231122870041872,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,0,10,8,20,10,1.0,0.5675,1200,964,681,681,0.002151803004380781,0.7637525660029496,0.007377105997875333,0.0092155179954716,0.0023735160066280514,0.0021110039961058646,0.7878125999995973,0.0017776910026441328,0.3008014320002985,0.005277503005345352,0.004294170001230668,0.0009141210030065849,0.0017775379965314642,0.3152302700036671,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
output/smoke_exp/08_optimize_whatshap/callmapq_ruleout_sweep/cmq10_s0.pipeline.json,output/smoke_exp/08_optimize_whatshap/callmapq_ruleout_sweep/cmq10_s0,0,3.4281696469988674,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,10,10,8,20,10,1.0,0.5675,1200,964,681,681,0.00390065299870912,0.7738034059948404,0.007253716998093296,0.008990932001324836,0.002364543004659936,0.0021044929962954484,0.7991639140018378,0.0014562670039595105,0.29450211099901935,0.004767092003021389,0.004227383004035801,0.0008986359971459024,0.0016034069994930178,0.3078395500051556,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
output/smoke_exp/08_optimize_whatshap/callmapq_ruleout_sweep/cmq20_s0.pipeline.json,output/smoke_exp/08_optimize_whatshap/callmapq_ruleout_sweep/cmq20_s0,0,3.3628696170053445,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,10,8,20,10,1.0,0.5675,1200,964,681,681,0.0019612709947978146,0.7733236350031802,0.0075948650046484545,0.008812476000457536,0.002460370997141581,0.0020796980024897493,0.7970947469948442,0.0018037430054391734,0.29881252400082303,0.004531302001851145,0.004252541999449022,0.0008915899961721152,0.0018801430051098578,0.3125322589985444,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
