pipeline_json,prefix,seed,time_total_sec,ref_preset,ref_length,num_snps,het_rate,avoid_regions,platform,ont_profile,map_preset,num_reads,min_len,max_len,len_model,ln_mean,ln_sigma,start_model,dropout_fraction,dropout_block_len,dup_segments,dup_len,dup_min_gap,burst_prob,burst_count,burst_len,burst_mult,num_indels,indel_min_len,indel_max_len,indel_het_rate,phase_snps_only,eval_snps_only,call_min_mapq,call_min_baseq,max_coverage,min_mapq,min_baseq,call_precision,call_recall,truth_snps,truth_het_snps,called_snps,shared_snps,oracle_phase_accuracy,oracle_switch_error,oracle_num_phase_sets,oracle_effective_phased_recall,oracle_phasing_rate_shared_het,oracle_shared_het_recall,called_phase_accuracy,called_switch_error,called_num_phase_sets,called_effective_phased_recall,called_phasing_rate_shared_het,called_shared_het_recall
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s0.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s0,0,3.605497010052204,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,10,20,10,1.0,0.56,1200,964,672,672,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.29771784232365145,0.6158798283261803,0.483402489626556
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s1.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s1,1,3.773369925795123,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,10,20,10,1.0,0.5875,1200,965,705,705,0.9977477477477478,0.0045351473922902496,6,0.9181347150259067,0.9202072538860103,1.0,1.0,0.0,9,0.34300518134715025,0.6633266533066132,0.5170984455958549
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s2,2,3.641937093809247,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,10,20,10,1.0,0.5908333333333333,1200,972,709,709,1.0,0.0,2,0.9393004115226338,0.9393004115226338,1.0,1.0,0.0,8,0.3281893004115226,0.6354581673306773,0.5164609053497943
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s3,3,3.593047393951565,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,10,20,10,0.997229916897507,0.6,1200,956,722,720,0.9978378378378379,0.004343105320304018,4,0.9654811715481172,0.9675732217573222,1.0,1.0,0.0,6,0.2803347280334728,0.5469387755102041,0.5125523012552301
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s4.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc10_s4,4,3.77321204287,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,10,20,10,1.0,0.6091666666666666,1200,949,731,731,0.9989235737351991,0.002157497303128371,2,0.9778714436248683,0.9789251844046365,1.0,0.8125,0.003745318352059925,5,0.2328767123287671,0.5517241379310345,0.5194942044257113
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s0.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s0,0,4.065579982940108,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,15,20,10,1.0,0.56,1200,964,672,672,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.29771784232365145,0.6158798283261803,0.483402489626556
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s1.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s1,1,4.353946685092524,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,15,20,10,1.0,0.5875,1200,965,705,705,0.9977477477477478,0.0045351473922902496,6,0.9181347150259067,0.9202072538860103,1.0,1.0,0.0,9,0.34300518134715025,0.6633266533066132,0.5170984455958549
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s2,2,4.232300357893109,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,15,20,10,1.0,0.5908333333333333,1200,972,709,709,1.0,0.0,2,0.9393004115226338,0.9393004115226338,1.0,1.0,0.0,8,0.3281893004115226,0.6354581673306773,0.5164609053497943
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s3,3,4.008735822979361,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,15,20,10,0.997229916897507,0.6,1200,956,722,720,0.9978378378378379,0.004343105320304018,4,0.9654811715481172,0.9675732217573222,1.0,1.0,0.0,6,0.2803347280334728,0.5469387755102041,0.5125523012552301
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s4.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc15_s4,4,4.353857739828527,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,15,20,10,1.0,0.6091666666666666,1200,949,731,731,0.9989235737351991,0.002157497303128371,2,0.9778714436248683,0.9789251844046365,1.0,0.8125,0.003745318352059925,5,0.2328767123287671,0.5517241379310345,0.5194942044257113
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s0.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s0,0,3.6512958521489054,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,4,20,10,1.0,0.56,1200,964,672,672,0.9988344988344988,0.002347417840375587,6,0.8890041493775933,0.8900414937759336,1.0,1.0,0.0,5,0.29771784232365145,0.6158798283261803,0.483402489626556
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s1.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s1,1,3.766243748832494,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,4,20,10,1.0,0.5875,1200,965,705,705,0.9988331388564761,0.002352941176470588,7,0.8870466321243523,0.8880829015544042,1.0,1.0,0.0,9,0.34300518134715025,0.6633266533066132,0.5170984455958549
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s2,2,3.7421741038560867,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,4,20,10,1.0,0.5908333333333333,1200,972,709,709,0.9988864142538976,0.0022346368715083797,3,0.9228395061728395,0.9238683127572016,1.0,0.9968652037617555,0.006430868167202572,8,0.3271604938271605,0.6354581673306773,0.5164609053497943
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s3,3,3.603479234036058,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,4,20,10,0.997229916897507,0.6,1200,956,722,720,0.9978189749182116,0.0043907793633369925,6,0.9571129707112971,0.9592050209205021,1.0,0.996268656716418,0.007633587786259542,6,0.2792887029288703,0.5469387755102041,0.5125523012552301
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s4.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc4_s4,4,3.6754610480275005,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,4,20,10,1.0,0.6091666666666666,1200,949,731,731,0.9989010989010989,0.002205071664829107,3,0.9578503688092729,0.958904109589041,1.0,0.8088235294117647,0.011278195488721804,6,0.23182297154899895,0.5517241379310345,0.5194942044257113
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s0.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s0,0,3.6204542389605194,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,6,20,10,1.0,0.56,1200,964,672,672,0.9988425925925926,0.002328288707799767,5,0.8952282157676349,0.8962655601659751,1.0,1.0,0.0,5,0.29771784232365145,0.6158798283261803,0.483402489626556
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s1.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s1,1,3.7474534770008177,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,6,20,10,1.0,0.5875,1200,965,705,705,0.9988623435722411,0.002290950744558992,6,0.9098445595854923,0.910880829015544,1.0,1.0,0.0,9,0.34300518134715025,0.6633266533066132,0.5170984455958549
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s2,2,3.605573912151158,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,6,20,10,1.0,0.5908333333333333,1200,972,709,709,1.0,0.0,2,0.9393004115226338,0.9393004115226338,1.0,1.0,0.0,8,0.3281893004115226,0.6354581673306773,0.5164609053497943
output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/maxcov_runtime_sweep/mc6_s3,3,3.6131538739427924,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,6,20,10,0.997229916897507,0.6,1200,956,722,720,0.9978378378378379,0.004343105320304018,4,0.9654811715481172,0.9675732217573222,1.0,0.996268656716418,0.007633587786259542,6,0.2792887029288703,0.5469387755102041,0.5125523012552301
