pipeline_json,seed,called_shared_het_recall,called_phasing_rate_shared_het,called_phase_accuracy,called_effective_phased_recall,called_loss_calling_or_sites,called_loss_unphased,called_loss_switch_or_phase_error,called_effective_phased_recall_check
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/default_s0.pipeline.json,0,0.483402489626556,0.6072961373390557,1.0,0.2935684647302904,0.5165975103734439,0.18983402489626558,0.0,0.2935684647302904
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/default_s1.pipeline.json,1,0.5170984455958549,0.6452905811623246,1.0,0.3336787564766839,0.48290155440414506,0.183419689119171,0.0,0.33367875647668394
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/default_s2.pipeline.json,2,0.5164609053497943,0.6235059760956175,1.0,0.3220164609053498,0.4835390946502057,0.19444444444444445,0.0,0.3220164609053498
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/default_s3.pipeline.json,3,0.5125523012552301,0.5244897959183673,0.9883268482490272,0.2656903765690376,0.4874476987447699,0.24372384937238495,0.0031380753138075495,0.2656903765690376
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/default_s4.pipeline.json,4,0.5194942044257113,0.5314401622718052,0.8854961832061069,0.244467860906217,0.48050579557428874,0.2434141201264489,0.0316122233930453,0.24446786090621705
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/optimized_s0.pipeline.json,0,0.4906639004149377,0.6131078224101479,1.0,0.3008298755186722,0.5093360995850623,0.18983402489626555,0.0,0.30082987551867213
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/optimized_s1.pipeline.json,1,0.5191709844559586,0.6586826347305389,1.0,0.3419689119170984,0.48082901554404145,0.1772020725388601,0.0,0.34196891191709844
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/optimized_s2.pipeline.json,2,0.5318930041152263,0.6499032882011605,1.0,0.345679012345679,0.46810699588477367,0.18621399176954734,0.0,0.345679012345679
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/optimized_s3.pipeline.json,3,0.5240585774058577,0.5489021956087824,1.0,0.2876569037656903,0.4759414225941423,0.23640167364016737,0.0,0.28765690376569036
output/experiments_draft/08_optimize_whatshap/confirm_default_vs_optimized/optimized_s4.pipeline.json,4,0.5247629083245522,0.5742971887550201,0.8111888111888111,0.244467860906217,0.4752370916754478,0.22339304531085352,0.05690200210748158,0.24446786090621708
