pipeline_json,seed,called_shared_het_recall,called_phasing_rate_shared_het,called_phase_accuracy,called_effective_phased_recall,called_loss_calling_or_sites,called_loss_unphased,called_loss_switch_or_phase_error,called_effective_phased_recall_check
output/experiments_all/03_ablation_duplication/dup0_s0.pipeline.json,0,0.6300940438871473,0.8308457711442786,0.9041916167664672,0.4733542319749216,0.3699059561128527,0.10658307210031348,0.050156739811912154,0.47335423197492166
output/experiments_all/03_ablation_duplication/dup0_s1.pipeline.json,1,0.5747663551401869,0.6558265582655827,0.7231404958677686,0.2725856697819314,0.4252336448598131,0.19781931464174454,0.10436137071651089,0.2725856697819315
output/experiments_all/03_ablation_duplication/dup0_s2.pipeline.json,2,0.5661538461538461,0.9375,1.0,0.5307692307692308,0.4338461538461539,0.03538461538461538,0.0,0.5307692307692308
output/experiments_all/03_ablation_duplication/dup1_s0.pipeline.json,0,0.5924764890282131,0.626984126984127,0.5991561181434599,0.2225705329153605,0.40752351097178685,0.22100313479623823,0.14890282131661442,0.2225705329153605
output/experiments_all/03_ablation_duplication/dup1_s1.pipeline.json,1,0.557632398753894,0.8212290502793296,1.0,0.4579439252336448,0.44236760124610597,0.09968847352024923,0.0,0.4579439252336448
output/experiments_all/03_ablation_duplication/dup1_s2.pipeline.json,2,0.62,0.913151364764268,1.0,0.5661538461538461,0.38,0.05384615384615387,0.0,0.5661538461538461
output/experiments_all/03_ablation_duplication/dup3_s0.pipeline.json,0,0.6018808777429467,0.8411458333333334,0.934984520123839,0.4733542319749216,0.39811912225705326,0.09561128526645767,0.03291536050156739,0.47335423197492166
output/experiments_all/03_ablation_duplication/dup3_s1.pipeline.json,1,0.5996884735202492,0.8415584415584415,1.0,0.5046728971962616,0.40031152647975077,0.09501557632398758,0.0,0.5046728971962616
output/experiments_all/03_ablation_duplication/dup3_s2.pipeline.json,2,0.5615384615384615,0.7397260273972602,0.8629629629629629,0.3584615384615384,0.43846153846153846,0.1461538461538462,0.05692307692307693,0.35846153846153844
output/experiments_all/03_ablation_duplication/dup5_s0.pipeline.json,0,0.6128526645768025,0.690537084398977,0.6333333333333333,0.2680250783699059,0.38714733542319746,0.18965517241379312,0.15517241379310348,0.26802507836990597
output/experiments_all/03_ablation_duplication/dup5_s1.pipeline.json,1,0.5747663551401869,0.7425474254742548,0.7518248175182481,0.3208722741433021,0.4252336448598131,0.14797507788161993,0.10591900311526482,0.3208722741433022
output/experiments_all/03_ablation_duplication/dup5_s2.pipeline.json,2,0.5523076923076923,0.8579387186629527,1.0,0.4738461538461538,0.4476923076923077,0.07846153846153844,0.0,0.47384615384615386
