pipeline_json,prefix,seed,time_total_sec,ref_preset,ref_length,num_snps,het_rate,avoid_regions,platform,ont_profile,map_preset,num_reads,min_len,max_len,len_model,ln_mean,ln_sigma,start_model,dropout_fraction,dropout_block_len,dup_segments,dup_len,dup_min_gap,burst_prob,burst_count,burst_len,burst_mult,num_indels,indel_min_len,indel_max_len,indel_het_rate,phase_snps_only,eval_snps_only,call_min_mapq,call_min_baseq,max_coverage,min_mapq,min_baseq,call_precision,call_recall,truth_snps,truth_het_snps,called_snps,shared_snps,oracle_time_vcf_parse_sec,oracle_time_build_readset_sec,oracle_time_readselection_sec,oracle_time_solve_sec,oracle_time_ps_sec,oracle_time_write_sec,oracle_time_total_sec,called_time_vcf_parse_sec,called_time_build_readset_sec,called_time_readselection_sec,called_time_solve_sec,called_time_ps_sec,called_time_write_sec,called_time_total_sec,oracle_phase_accuracy,oracle_switch_error,oracle_num_phase_sets,oracle_effective_phased_recall,oracle_phasing_rate_shared_het,oracle_shared_het_recall,called_phase_accuracy,called_switch_error,called_num_phase_sets,called_effective_phased_recall,called_phasing_rate_shared_het,called_shared_het_recall
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq10_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq10_s0,0,3.426554612000473,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,0,10,10,20,10,1.0,0.5675,1200,964,681,681,0.002512955994461663,0.7689517040053033,0.008401453000260517,0.022917835995031055,0.0032823149958858266,0.002087300999846775,0.8089053860021522,0.0014070870020077564,0.29785432999779005,0.004881453998677898,0.011134346001199447,0.0011381599979358725,0.002139436997822486,0.3189603900027578,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq15_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq15_s0,0,3.435157143001561,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,0,15,10,20,10,1.0,0.56,1200,964,672,672,0.002376319003815297,0.7733619239952532,0.00919176699972013,0.024870421999366954,0.002947553002741188,0.0021284920003381558,0.8157376659946749,0.0011176100015291013,0.29437467900424963,0.004884905996732414,0.011277561003225856,0.0010929779964499176,0.0020961300033377483,0.3152384799977881,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.2966804979253112,0.6137339055793991,0.483402489626556
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq20_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq20_s0,0,3.2045770769982482,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,0,20,10,20,10,1.0,0.35583333333333333,1200,964,427,427,0.0021070009970571846,0.7737376129953191,0.008591691999754403,0.023233584004628938,0.00277916499908315,0.002028702998359222,0.8132216009980766,0.0009551509938319214,0.11181709199445322,0.0032436919937026687,0.005238215999270324,0.00044407600216800347,0.0014763610015506856,0.12343683699873509,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.10269709543568464,0.38372093023255816,0.2676348547717842
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq5_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq5_s0,0,3.4625446040008683,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,0,5,10,20,10,1.0,0.5675,1200,964,681,681,0.0026652939995983616,0.7675615380067029,0.00853238799754763,0.024407091004832182,0.002844987000571564,0.002116983996529598,0.8090150100033497,0.002732317996560596,0.29829644999699667,0.004909190996841062,0.011142461997224018,0.0010885169976972975,0.002073456002108287,0.3206185649978579,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq10_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq10_s0,0,3.423103463006555,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,10,10,10,20,10,1.0,0.5675,1200,964,681,681,0.002241157999378629,0.7793885260034585,0.008672611998918,0.023017528998025227,0.002790115999232512,0.0021308540017344058,0.8190880869951798,0.001709586002107244,0.29648206799902255,0.004948424997564871,0.011255347999394871,0.001131318997067865,0.00210529200558085,0.31806350799888605,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq15_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq15_s0,0,3.4118126270041103,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,10,15,10,20,10,1.0,0.56,1200,964,672,672,0.0016521770012332126,0.7641203310049605,0.008767385996179655,0.02355671999976039,0.002852044999599457,0.002126808001776226,0.8038151919972734,0.0019974629976786673,0.2952505760040367,0.005055592002463527,0.01088531500136014,0.0010690720009733923,0.0019646789951366372,0.3166005210005096,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.2966804979253112,0.6137339055793991,0.483402489626556
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq20_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq20_s0,0,3.1764681369968457,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,10,20,10,20,10,1.0,0.35583333333333333,1200,964,427,427,0.0020197750054649077,0.7736035580019234,0.00928009799827123,0.023014187994704116,0.0027915919999941252,0.0023968840032466687,0.8139251679967856,0.0007608599989907816,0.11241782500292175,0.0029017839988227934,0.006100144004449248,0.000424609002948273,0.0014624969990109093,0.12431950100290123,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.10269709543568464,0.38372093023255816,0.2676348547717842
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq5_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq5_s0,0,3.455258972993761,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,10,5,10,20,10,1.0,0.5675,1200,964,681,681,0.0016946870018728077,0.7752467809987138,0.0084595030057244,0.02447627299989108,0.0029878360001021065,0.002788964004139416,0.816598369005078,0.001654419000260532,0.29709135399752995,0.0049568210015422665,0.01109594800072955,0.0011166920012328774,0.0016735760000301525,0.317969825999171,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq20_cbq10_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq20_cbq10_s0,0,3.463993630000914,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,10,10,20,10,1.0,0.5675,1200,964,681,681,0.001510942995082587,0.7740858960023616,0.00849906999792438,0.022945686003367882,0.00307272400095826,0.0020157189937890507,0.8131034369944246,0.001485167995269876,0.297616300995287,0.005469830997753888,0.011218081999686547,0.0011709780010278337,0.002171911997720599,0.31953729299857514,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.3008298755186722,0.6131078224101479,0.49066390041493774
output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq20_cbq15_s0.pipeline.json,output/smoke_merge/08_optimize_whatshap/calling_threshold_grid/cmq20_cbq15_s0,0,3.414549455002998,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,15,10,20,10,1.0,0.56,1200,964,672,672,0.0021882430010009557,0.7716674949988374,0.00875758400070481,0.02345012899604626,0.00287177200516453,0.0021414950024336576,0.8120651889985311,0.0013926640021963976,0.2963510579938884,0.004861132001678925,0.011008399997081142,0.001084531999367755,0.0016926559983403422,0.31679526299558347,0.9977011494252873,0.004624277456647399,5,0.9004149377593361,0.9024896265560166,1.0,1.0,0.0,5,0.29771784232365145,0.6158798283261803,0.483402489626556
