pipeline_json,seed,called_shared_het_recall,called_phasing_rate_shared_het,called_phase_accuracy,called_effective_phased_recall,called_loss_calling_or_sites,called_loss_unphased,called_loss_switch_or_phase_error,called_effective_phased_recall_check
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq10_s0.pipeline.json,0,0.4906639004149377,0.6131078224101479,1.0,0.3008298755186722,0.5093360995850623,0.18983402489626555,0.0,0.30082987551867213
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq10_s1.pipeline.json,1,0.5191709844559586,0.6626746506986028,1.0,0.344041450777202,0.48082901554404145,0.1751295336787565,0.0,0.34404145077720205
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq10_s2.pipeline.json,2,0.529835390946502,0.6485436893203883,1.0,0.3436213991769547,0.470164609053498,0.18621399176954734,0.0,0.34362139917695467
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq10_s3.pipeline.json,3,0.5219665271966527,0.5511022044088176,1.0,0.2876569037656903,0.4780334728033473,0.23430962343096234,0.0,0.28765690376569036
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq10_s4.pipeline.json,4,0.523709167544784,0.5754527162977867,1.0,0.3013698630136986,0.476290832455216,0.22233930453108539,0.0,0.30136986301369867
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq15_s0.pipeline.json,0,0.483402489626556,0.6137339055793991,1.0,0.2966804979253112,0.5165975103734439,0.18672199170124484,0.0,0.2966804979253112
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq15_s1.pipeline.json,1,0.5160621761658031,0.6626506024096386,1.0,0.3419689119170984,0.4839378238341969,0.17409326424870464,0.0,0.34196891191709844
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq15_s2.pipeline.json,2,0.5154320987654321,0.6347305389221557,1.0,0.3271604938271605,0.48456790123456794,0.18827160493827158,0.0,0.32716049382716045
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq15_s3.pipeline.json,3,0.5115062761506276,0.5501022494887525,1.0,0.2813807531380753,0.4884937238493724,0.23012552301255232,0.0,0.2813807531380753
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq15_s4.pipeline.json,4,0.5184404636459431,0.5548780487804879,1.0,0.2876712328767123,0.4815595363540569,0.23076923076923075,0.0,0.28767123287671237
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq20_s0.pipeline.json,0,0.2676348547717842,0.3837209302325581,1.0,0.1026970954356846,0.7323651452282158,0.16493775933609958,0.0,0.10269709543568463
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq20_s1.pipeline.json,1,0.2891191709844559,0.4157706093189964,1.0,0.1202072538860103,0.7108808290155442,0.16891191709844558,0.0,0.12020725388601033
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq20_s2.pipeline.json,2,0.2849794238683127,0.4296028880866426,1.0,0.1224279835390946,0.7150205761316872,0.1625514403292181,0.0,0.12242798353909463
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq20_s3.pipeline.json,3,0.2949790794979079,0.4184397163120567,1.0,0.1234309623430962,0.7050209205020921,0.17154811715481172,0.0,0.1234309623430962
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq20_s4.pipeline.json,4,0.2992623814541623,0.3450704225352112,1.0,0.1032665964172813,0.7007376185458377,0.19599578503688095,0.0,0.10326659641728134
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq5_s0.pipeline.json,0,0.4906639004149377,0.6131078224101479,1.0,0.3008298755186722,0.5093360995850623,0.18983402489626555,0.0,0.30082987551867213
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq5_s1.pipeline.json,1,0.5191709844559586,0.6626746506986028,1.0,0.344041450777202,0.48082901554404145,0.1751295336787565,0.0,0.34404145077720205
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq5_s2.pipeline.json,2,0.529835390946502,0.6485436893203883,1.0,0.3436213991769547,0.470164609053498,0.18621399176954734,0.0,0.34362139917695467
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq5_s3.pipeline.json,3,0.5219665271966527,0.5511022044088176,1.0,0.2876569037656903,0.4780334728033473,0.23430962343096234,0.0,0.28765690376569036
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq0_cbq5_s4.pipeline.json,4,0.523709167544784,0.5754527162977867,1.0,0.3013698630136986,0.476290832455216,0.22233930453108539,0.0,0.30136986301369867
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq10_s0.pipeline.json,0,0.4906639004149377,0.6131078224101479,1.0,0.3008298755186722,0.5093360995850623,0.18983402489626555,0.0,0.30082987551867213
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq10_s1.pipeline.json,1,0.5191709844559586,0.6586826347305389,1.0,0.3419689119170984,0.48082901554404145,0.1772020725388601,0.0,0.34196891191709844
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq10_s2.pipeline.json,2,0.5318930041152263,0.6499032882011605,1.0,0.345679012345679,0.46810699588477367,0.18621399176954734,0.0,0.345679012345679
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq10_s3.pipeline.json,3,0.5240585774058577,0.5489021956087824,1.0,0.2876569037656903,0.4759414225941423,0.23640167364016737,0.0,0.28765690376569036
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq10_s4.pipeline.json,4,0.5247629083245522,0.5763052208835341,1.0,0.3024236037934668,0.4752370916754478,0.22233930453108539,0.0,0.3024236037934668
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq15_s0.pipeline.json,0,0.483402489626556,0.6137339055793991,1.0,0.2966804979253112,0.5165975103734439,0.18672199170124484,0.0,0.2966804979253112
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq15_s1.pipeline.json,1,0.5170984455958549,0.6633266533066132,1.0,0.3430051813471502,0.48290155440414506,0.17409326424870467,0.0,0.34300518134715025
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq15_s2.pipeline.json,2,0.5164609053497943,0.6354581673306773,1.0,0.3281893004115226,0.4835390946502057,0.18827160493827164,0.0,0.32818930041152267
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq15_s3.pipeline.json,3,0.5125523012552301,0.5469387755102041,1.0,0.2803347280334728,0.4874476987447699,0.23221757322175732,0.0,0.2803347280334728
output/experiments_draft/08_optimize_whatshap/calling_threshold_grid/cmq10_cbq15_s4.pipeline.json,4,0.5194942044257113,0.5557809330628803,1.0,0.2887249736564805,0.48050579557428874,0.23076923076923075,0.0,0.28872497365648053
