pipeline_json,prefix,seed,time_total_sec,ref_preset,ref_length,num_snps,het_rate,avoid_regions,platform,ont_profile,map_preset,num_reads,min_len,max_len,len_model,ln_mean,ln_sigma,start_model,dropout_fraction,dropout_block_len,dup_segments,dup_len,dup_min_gap,burst_prob,burst_count,burst_len,burst_mult,num_indels,indel_min_len,indel_max_len,indel_het_rate,phase_snps_only,eval_snps_only,call_min_mapq,call_min_baseq,max_coverage,min_mapq,min_baseq,call_precision,call_recall,truth_snps,truth_het_snps,called_snps,shared_snps,oracle_phase_accuracy,oracle_switch_error,oracle_num_phase_sets,oracle_effective_phased_recall,oracle_phasing_rate_shared_het,oracle_shared_het_recall,called_phase_accuracy,called_switch_error,called_num_phase_sets,called_effective_phased_recall,called_phasing_rate_shared_het,called_shared_het_recall,scenario_label,config_label
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/hard__runtime_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/hard__runtime_s2,2,4.347479254000064,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,10,6,20,10,1.0,0.6033333333333334,1200,972,724,724,1.0,0.0,2,0.9393004115226338,0.9393004115226338,1.0,1.0,0.0,8,0.345679012345679,0.6499032882011605,0.5318930041152263,hard,runtime
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/hard__runtime_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/hard__runtime_s3,3,4.207022860999132,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,10,6,20,10,0.997275204359673,0.61,1200,956,734,732,0.997837837837838,0.004343105320304,4,0.9654811715481172,0.9675732217573222,1.0,0.9963636363636365,0.0074349442379182,6,0.2866108786610878,0.5489021956087824,0.5240585774058577,hard,runtime
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/hard__runtime_s4.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/hard__runtime_s4,4,4.412675924999348,plain,120000,1200,0.8,False,ont,q20,map-ont,300,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.6,2,300,8.0,120,1,5,0.5,True,True,20,10,6,20,10,1.0,0.615,1200,949,738,738,0.9989082969432316,0.0021881838074398,2,0.964172813487882,0.96522655426765,1.0,0.8111888111888111,0.0035587188612099,5,0.244467860906217,0.5742971887550201,0.5247629083245522,hard,runtime
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s0.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s0,0,2.840547798999978,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,8,20,10,1.0,0.60125,800,638,481,481,1.0,0.0,4,0.9592476489028212,0.9592476489028212,1.0,0.9620253164556962,0.0392156862745098,5,0.238244514106583,0.4773413897280967,0.5188087774294671,interaction,balanced
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s1.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s1,1,2.840935600999728,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,8,20,10,1.0,0.55125,800,642,441,441,1.0,0.0,3,0.9548286604361372,0.9548286604361372,1.0,1.0,0.0,6,0.1713395638629283,0.3728813559322034,0.4595015576323987,interaction,balanced
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s2,2,2.9365537539997604,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,8,20,10,1.0,0.62125,800,650,497,497,1.0,0.0,2,0.9707692307692308,0.9707692307692308,1.0,1.0,0.0,5,0.3107692307692307,0.5611111111111111,0.5538461538461539,interaction,balanced
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s3,3,2.810518291000335,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,8,20,10,1.0,0.58,800,660,464,464,1.0,0.0,2,0.9424242424242424,0.9424242424242424,1.0,0.7586206896551724,0.2909090909090909,6,0.1333333333333333,0.3462686567164179,0.5075757575757576,interaction,balanced
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s4.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__balanced_s4,4,2.965891546999046,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,8,20,10,1.0,0.59625,800,629,477,477,1.0,0.0,3,0.945945945945946,0.945945945945946,1.0,1.0,0.0,5,0.205087440381558,0.4043887147335423,0.5071542130365659,interaction,balanced
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s0.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s0,0,2.9357883850007056,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,15,15,20,20,1.0,0.595,800,638,476,476,1.0,0.0,5,0.8573667711598746,0.8573667711598746,1.0,0.9545454545454546,0.0337837837837837,6,0.2304075235109718,0.4723926380368098,0.5109717868338558,interaction,default
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s1.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s1,1,2.979022579998855,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,15,15,20,20,1.0,0.5425,800,642,434,434,0.9963302752293578,0.0073937153419593,4,0.8457943925233645,0.8489096573208723,1.0,0.9895833333333334,0.0111111111111111,6,0.1479750778816199,0.3321799307958477,0.4501557632398754,interaction,default
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s2,2,3.1886426830005803,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,15,15,20,20,1.0,0.6125,800,650,490,490,1.0,0.0,4,0.8615384615384616,0.8615384615384616,1.0,1.0,0.0,5,0.2892307692307692,0.5310734463276836,0.5446153846153846,interaction,default
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s3,3,2.873529450000205,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,15,15,20,20,1.0,0.56625,800,660,453,453,1.0,0.0,3,0.8318181818181818,0.8318181818181818,1.0,0.7547169811320755,0.2626262626262626,7,0.1212121212121212,0.3241590214067278,0.4954545454545455,interaction,default
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s4.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__default_s4,4,3.0447289549993,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,15,15,20,20,1.0,0.59375,800,629,475,475,0.9981060606060606,0.0038167938931297,4,0.8378378378378378,0.8394276629570747,1.0,1.0,0.0,7,0.1971383147853736,0.389937106918239,0.505564387917329,interaction,default
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s0.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s0,0,2.920914407999589,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,6,20,10,1.0,0.60125,800,638,481,481,1.0,0.0,4,0.9592476489028212,0.9592476489028212,1.0,0.9620253164556962,0.0392156862745098,5,0.238244514106583,0.4773413897280967,0.5188087774294671,interaction,runtime
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s1.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s1,1,2.957128902999102,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,6,20,10,1.0,0.55125,800,642,441,441,1.0,0.0,3,0.9548286604361372,0.9548286604361372,1.0,1.0,0.0,6,0.1713395638629283,0.3728813559322034,0.4595015576323987,interaction,runtime
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s2.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s2,2,2.994872949000637,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,6,20,10,1.0,0.62125,800,650,497,497,1.0,0.0,2,0.9707692307692308,0.9707692307692308,1.0,1.0,0.0,5,0.3107692307692307,0.5611111111111111,0.5538461538461539,interaction,runtime
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s3.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s3,3,2.969676554999751,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,6,20,10,1.0,0.58,800,660,464,464,1.0,0.0,2,0.9424242424242424,0.9424242424242424,1.0,0.7586206896551724,0.2909090909090909,6,0.1333333333333333,0.3462686567164179,0.5075757575757576,interaction,runtime
output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s4.pipeline.json,output/experiments_draft/08_optimize_whatshap/transferability_across_scenarios/interaction__runtime_s4,4,3.0326174780002475,plain,80000,800,0.8,False,ont,q20,map-ont,200,2000,6000,uniform,,,dropout,0.1,1000.0,5,3000,500,0.0,1,200,5.0,0,1,5,0.5,False,False,20,10,6,20,10,1.0,0.59625,800,629,477,477,1.0,0.0,3,0.945945945945946,0.945945945945946,1.0,1.0,0.0,5,0.205087440381558,0.4043887147335423,0.5071542130365659,interaction,runtime
