pipeline_json,seed,platform,ont_profile,ref_preset,num_reads,min_len,max_len,max_coverage,call_precision,call_recall,called_snps,truth_snps,truth_het_snps,oracle_phase_accuracy,oracle_switch_error,oracle_num_phase_sets,oracle_phasing_rate_shared_het,oracle_effective_phased_recall,oracle_shared_het_recall,called_phase_accuracy,called_switch_error,called_num_phase_sets,called_phasing_rate_shared_het,called_effective_phased_recall,called_shared_het_recall,dup_segments,dup_len,dup_min_gap,len_model,ln_mean,ln_sigma,start_model,dropout_fraction,dropout_block_len
output/lenmodel_validate/lognormal_s0.pipeline.json,0,ont,q20,plain,200,2000,6000,15,1.0,0.6925,554,800,638,1.0,0.0,1,0.9310344827586207,0.9310344827586207,1.0,1.0,0.0,1,0.8494897959183674,0.5219435736677116,0.6144200626959248,0,3000,500,lognormal,8.3,0.6,uniform,0.0,
output/lenmodel_validate/lognormal_s1.pipeline.json,1,ont,q20,plain,200,2000,6000,15,1.0,0.67875,543,800,642,1.0,0.0,2,0.9236760124610592,0.9236760124610592,1.0,0.9050445103857567,0.07164179104477612,2,0.8663239074550129,0.4750778816199377,0.6059190031152648,0,3000,500,lognormal,8.3,0.6,uniform,0.0,
output/lenmodel_validate/lognormal_s2.pipeline.json,2,ont,q20,plain,200,2000,6000,15,1.0,0.6775,542,800,650,1.0,0.0,1,0.9538461538461539,0.9538461538461539,1.0,0.7195571955719557,0.34814814814814815,1,0.6843434343434344,0.3,0.6092307692307692,0,3000,500,lognormal,8.3,0.6,uniform,0.0,
output/lenmodel_validate/uniform_s0.pipeline.json,0,ont,q20,plain,200,2000,6000,15,1.0,0.70375,563,800,638,1.0,0.0,2,0.9545454545454546,0.9545454545454546,1.0,0.9041916167664671,0.11178247734138973,3,0.8308457711442786,0.47335423197492166,0.6300940438871473,0,3000,500,uniform,,,uniform,0.0,
output/lenmodel_validate/uniform_s1.pipeline.json,1,ont,q20,plain,200,2000,6000,15,1.0,0.64625,517,800,642,1.0,0.0,1,0.9127725856697819,0.9127725856697819,1.0,0.7231404958677686,0.30962343096234307,3,0.6558265582655827,0.27258566978193144,0.5747663551401869,0,3000,500,uniform,,,uniform,0.0,
output/lenmodel_validate/uniform_s2.pipeline.json,2,ont,q20,plain,200,2000,6000,15,1.0,0.635,508,800,650,0.9881154499151104,0.0017035775127768314,2,0.9061538461538462,0.8953846153846153,1.0,1.0,0.0,3,0.9375,0.5307692307692308,0.5661538461538461,0,3000,500,uniform,,,uniform,0.0,
