pipeline_json,seed,platform,ont_profile,ref_preset,num_reads,min_len,max_len,max_coverage,call_precision,call_recall,called_snps,truth_snps,truth_het_snps,oracle_phase_accuracy,oracle_switch_error,oracle_num_phase_sets,oracle_phasing_rate_shared_het,oracle_effective_phased_recall,oracle_shared_het_recall,called_phase_accuracy,called_switch_error,called_num_phase_sets,called_phasing_rate_shared_het,called_effective_phased_recall,called_shared_het_recall,dup_segments,dup_len,dup_min_gap,len_model,ln_mean,ln_sigma,start_model,dropout_fraction,dropout_block_len,burst_prob,burst_count,burst_len,burst_mult
output/indel_sweep/indel0_s0.pipeline.json,0,ont,q20,plain,200,2000,6000,15,1.0,0.70375,563,800,638,1.0,0.0,2,0.9545454545454546,0.9545454545454546,1.0,1.0,0.0,3,0.9054726368159204,0.5705329153605015,0.6300940438871473,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel0_s1.pipeline.json,1,ont,q20,plain,200,2000,6000,15,1.0,0.64625,517,800,642,1.0,0.0,1,0.9127725856697819,0.9127725856697819,1.0,1.0,0.0,3,0.8943089430894309,0.514018691588785,0.5747663551401869,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel0_s2.pipeline.json,2,ont,q20,plain,200,2000,6000,15,1.0,0.635,508,800,650,0.9881154499151104,0.0017035775127768314,2,0.9061538461538462,0.8953846153846153,1.0,1.0,0.0,3,0.9375,0.5307692307692308,0.5661538461538461,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel200_s0.pipeline.json,0,ont,q20,plain,200,2000,6000,15,0.9962335216572504,0.66125,531,800,638,1.0,0.0,2,0.8949843260188087,0.8949843260188087,1.0,1.0,0.0,2,0.8763440860215054,0.5109717868338558,0.5830721003134797,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel200_s1.pipeline.json,1,ont,q20,plain,200,2000,6000,15,0.9942748091603053,0.65125,524,800,642,1.0,0.0,1,0.9314641744548287,0.9314641744548287,1.0,1.0,0.0,4,0.8474114441416893,0.48442367601246106,0.5716510903426791,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel200_s2.pipeline.json,2,ont,q20,plain,200,2000,6000,15,0.9980276134122288,0.6325,507,800,650,1.0,0.0,2,0.9446153846153846,0.9446153846153846,1.0,1.0,0.0,7,0.8969359331476323,0.49538461538461537,0.5523076923076923,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel80_s0.pipeline.json,0,ont,q20,plain,200,2000,6000,15,0.9982964224872232,0.7325,587,800,638,0.9966101694915255,0.006791171477079796,1,0.9247648902821317,0.9216300940438872,1.0,0.9974093264248705,0.005194805194805195,1,0.9039812646370023,0.603448275862069,0.6692789968652038,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel80_s1.pipeline.json,1,ont,q20,plain,200,2000,6000,15,1.0,0.68375,547,800,642,1.0,0.0,1,0.9236760124610592,0.9236760124610592,1.0,1.0,0.0,3,0.9521410579345088,0.5887850467289719,0.618380062305296,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
output/indel_sweep/indel80_s2.pipeline.json,2,ont,q20,plain,200,2000,6000,15,1.0,0.67375,539,800,650,1.0,0.0,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,3,0.8549618320610687,0.5169230769230769,0.6046153846153847,0,3000,500,uniform,,,uniform,0.0,,0.0,1,200,5.0
