pipeline_json,seed,called_shared_het_recall,called_phasing_rate_shared_het,called_phase_accuracy,called_effective_phased_recall,called_loss_calling_or_sites,called_loss_unphased,called_loss_switch_or_phase_error,called_effective_phased_recall_check
output/experiments_draft/02_ablation_dropout/df0.05_s0.pipeline.json,0,0.5689655172413793,0.743801652892562,0.8333333333333334,0.3526645768025078,0.43103448275862066,0.14576802507836994,0.07053291536050155,0.35266457680250785
output/experiments_draft/02_ablation_dropout/df0.05_s1.pipeline.json,1,0.5950155763239875,0.7382198952879581,1.0,0.4392523364485981,0.4049844236760125,0.15576323987538943,0.0,0.43925233644859807
output/experiments_draft/02_ablation_dropout/df0.05_s2.pipeline.json,2,0.563076923076923,0.6038251366120219,0.7013574660633484,0.2384615384615384,0.43692307692307697,0.22307692307692306,0.10153846153846155,0.23846153846153842
output/experiments_draft/02_ablation_dropout/df0.05_s3.pipeline.json,3,0.5696969696969697,0.7606382978723404,1.0,0.4333333333333333,0.4303030303030303,0.13636363636363638,0.0,0.4333333333333333
output/experiments_draft/02_ablation_dropout/df0.05_s4.pipeline.json,4,0.5262321144674086,0.6737160120845922,0.9327354260089686,0.3306836248012718,0.4737678855325914,0.17170111287758344,0.02384737678855325,0.3306836248012719
output/experiments_draft/02_ablation_dropout/df0.0_s0.pipeline.json,0,0.6300940438871473,0.8308457711442786,0.9041916167664672,0.4733542319749216,0.3699059561128527,0.10658307210031348,0.050156739811912154,0.47335423197492166
output/experiments_draft/02_ablation_dropout/df0.0_s1.pipeline.json,1,0.5747663551401869,0.6558265582655827,0.7231404958677686,0.2725856697819314,0.4252336448598131,0.19781931464174454,0.10436137071651089,0.2725856697819315
output/experiments_draft/02_ablation_dropout/df0.0_s2.pipeline.json,2,0.5661538461538461,0.9375,1.0,0.5307692307692308,0.4338461538461539,0.03538461538461538,0.0,0.5307692307692308
output/experiments_draft/02_ablation_dropout/df0.0_s3.pipeline.json,3,0.5757575757575758,0.7842105263157895,0.8221476510067114,0.3712121212121212,0.4242424242424242,0.12424242424242425,0.08030303030303032,0.3712121212121212
output/experiments_draft/02_ablation_dropout/df0.0_s4.pipeline.json,4,0.604133545310016,0.8842105263157894,1.0,0.534181240063593,0.39586645468998405,0.06995230524642292,0.0,0.534181240063593
output/experiments_draft/02_ablation_dropout/df0.1_s0.pipeline.json,0,0.5391849529780565,0.6337209302325582,1.0,0.341692789968652,0.46081504702194354,0.1974921630094044,0.0,0.34169278996865204
output/experiments_draft/02_ablation_dropout/df0.1_s1.pipeline.json,1,0.5342679127725857,0.478134110787172,1.0,0.2554517133956386,0.4657320872274143,0.27881619937694707,0.0,0.2554517133956386
output/experiments_draft/02_ablation_dropout/df0.1_s2.pipeline.json,2,0.5523076923076923,0.5821727019498607,1.0,0.3215384615384615,0.4476923076923077,0.23076923076923075,0.0,0.3215384615384615
output/experiments_draft/02_ablation_dropout/df0.1_s3.pipeline.json,3,0.4893939393939394,0.3962848297213622,0.9296875,0.1803030303030303,0.5106060606060606,0.29545454545454547,0.013636363636363634,0.18030303030303027
output/experiments_draft/02_ablation_dropout/df0.1_s4.pipeline.json,4,0.5310015898251192,0.4790419161676646,0.975,0.2480127186009539,0.46899841017488075,0.27662957074721783,0.006359300476947541,0.24801271860095386
output/experiments_draft/02_ablation_dropout/df0.2_s0.pipeline.json,0,0.3573667711598746,0.4517543859649123,1.0,0.1614420062695925,0.6426332288401254,0.19592476489028213,0.0,0.16144200626959246
output/experiments_draft/02_ablation_dropout/df0.2_s1.pipeline.json,1,0.3738317757009345,0.2875,0.6086956521739131,0.0654205607476635,0.6261682242990655,0.26635514018691586,0.042056074766355124,0.06542056074766353
output/experiments_draft/02_ablation_dropout/df0.2_s2.pipeline.json,2,0.4230769230769231,0.3127272727272727,1.0,0.1323076923076923,0.5769230769230769,0.2907692307692308,0.0,0.1323076923076923
output/experiments_draft/02_ablation_dropout/df0.2_s3.pipeline.json,3,0.3363636363636363,0.054054054054054,1.0,0.0181818181818181,0.6636363636363637,0.3181818181818182,0.0,0.01818181818181816
output/experiments_draft/02_ablation_dropout/df0.2_s4.pipeline.json,4,0.3179650238473768,0.09,1.0,0.0286168521462639,0.6820349761526232,0.2893481717011129,0.0,0.02861685214626391
